#{"t_start": 1681904220.3123646, "env_id": null}
r,l,t
21.775727,201,521.67024
-3.960709,201,522.439453
-126.93425,113,523.076555
-9.297539,201,523.81645
-125.093699,87,524.353187
5.826996,201,525.008719
7.001028,201,525.838609
6.949122,201,526.526908
5.237891,201,527.291911
10.676246,201,528.045652
-3.948909,201,528.779271
0.687582,201,529.584765
-3.124306,201,530.22126
-3.312393,201,531.05939
-12.519539,201,531.803024
-3.716566,201,532.627762
-133.248646,165,533.308084
19.721238,201,534.178202
-125.702143,172,534.768046
5.960804,201,535.734816
-121.763732,153,536.306391
-127.700725,117,536.827296
11.960174,201,537.524249
24.980337,201,538.159119
-11.211403,201,538.91122
-114.187599,186,539.619271
-129.445524,157,540.27223
-129.211064,103,540.905792
-10.53757,201,541.694366
-5.542547,201,542.44867
-128.552926,165,543.271936
-123.068278,185,543.995545
-128.734622,72,544.49408
8.309883,201,545.262188
-139.082017,178,546.094888
-135.867945,73,546.173173
-122.574504,97,546.715393
3.418849,201,547.399087
-136.800471,70,548.071145
-4.158293,201,548.814759
-129.863139,69,548.881917
-118.994301,65,549.354841
9.368402,201,550.10036
-127.11986,88,550.699917
12.214524,201,551.275719
-126.766318,68,551.956718
-136.062834,47,552.004174
3.73115,201,552.693483
-132.520638,60,552.755265
28.8618,201,553.412665
-127.481123,144,553.942313
-2.070227,201,554.637241
-135.182792,63,554.69852
-130.371148,18,554.716795
-129.340615,45,555.124625
-124.646758,56,555.178405
-114.181175,160,555.664188
-121.570337,132,556.277314
-130.986228,39,556.808568
-127.367402,49,556.856216
-123.366313,39,556.894035
2.566031,201,557.495286
-128.344209,35,557.528972
-127.1052,150,557.969018
-131.87682,77,558.564606
7.010681,201,559.292873
-129.864969,33,559.325319
-129.697906,151,559.977405
-1.279598,201,560.6657
-0.674184,201,561.408163
-130.02576,107,561.892745
19.742379,201,562.61222
-127.070586,38,562.654508
-132.611236,182,563.22529
-23.417814,201,564.051154
-132.959282,22,564.075709
-131.412325,139,564.587992
5.566098,201,565.312052
9.747674,201,566.08202
-133.591715,32,566.113882
-128.431006,37,566.631896
-133.043048,56,566.689498
-132.819358,119,567.172587
-121.333483,61,567.676446
-126.674031,145,568.351623
9.277146,201,569.028128
-124.392304,94,569.621051
-125.872172,105,570.150421
-141.316799,197,570.801111
-136.020127,195,571.789776
-132.068032,79,572.306225
-2.123079,201,573.064825
1.481146,201,573.774403
-126.022506,90,573.859157
20.239394,201,574.666748
-0.898203,201,575.363032
-125.875726,34,575.396602
-140.345067,110,575.94173
-119.550992,165,576.646344
-132.108741,74,577.108094
-128.136296,58,577.165775
-126.174922,164,577.712885
-132.854873,83,578.256213
-126.550393,93,578.761361
-3.525739,201,579.533798
-130.673278,63,580.077846
-4.159245,201,580.808573
-134.651611,48,581.359317
-5.841596,201,582.043005
3.256834,201,582.835476
-134.114538,73,582.910448
-4.49143,201,583.612343
2.936789,201,584.202557
-123.850861,35,584.334526
12.043673,201,585.016396
-129.916798,32,585.562061
-128.775001,48,585.609232
-134.706846,76,586.107418
-127.191821,161,586.82004
